date,product_id,product_name,category,units_sold,revenue,unit_price,is_weekend,day_of_week,month,quarter,is_festival,festival_name,temperature,is_promotional,is_stockout,demand_score,date_parsed,days_since_start,week_of_year,day_of_month,units_sold_lag1,units_sold_lag7,revenue_lag1,units_sold_ma7,units_sold_ma30
2023-04-29,P035,Mi Power Bank 10000mAh,Electronics,21,27279.0,1299.0,True,Saturday,4,Q2,False,None,41.4,False,False,19.74,2023-04-29,118,17,29,22,5,28578.0,15.05833424814014,16.63975300287127
2023-04-30,P035,Mi Power Bank 10000mAh,Electronics,22,28578.0,1299.0,True,Sunday,4,Q2,False,None,30.6,False,False,22.53,2023-04-30,119,17,30,6,11,7794.0,24.72645707516513,18.22713216784344
2023-05-01,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Monday,5,Q2,False,None,43.8,False,False,14.2,2023-05-01,120,18,1,5,17,6495.0,19.83657287826349,27.54313382355754
2023-05-02,P035,Mi Power Bank 10000mAh,Electronics,8,10392.0,1299.0,False,Tuesday,5,Q2,False,None,33.2,False,False,9.28,2023-05-02,121,18,2,9,16,11691.0,20.49915901455437,14.28836708699669
2023-05-03,P035,Mi Power Bank 10000mAh,Electronics,15,19485.0,1299.0,False,Wednesday,5,Q2,False,None,24.3,False,False,17.38,2023-05-03,122,18,3,16,16,20784.0,23.16014979166804,22.77526704076667
2023-05-04,P035,Mi Power Bank 10000mAh,Electronics,7,9093.0,1299.0,False,Thursday,5,Q2,False,None,30.9,False,False,5.74,2023-05-04,123,18,4,6,30,7794.0,12.56499135178403,15.05305705659101
2023-05-05,P035,Mi Power Bank 10000mAh,Electronics,39,50661.0,1299.0,False,Friday,5,Q2,False,None,43.0,True,False,36.85,2023-05-05,124,18,5,24,20,31176.0,10.74115592337881,12.11004048807281
2023-05-06,P035,Mi Power Bank 10000mAh,Electronics,12,15588.0,1299.0,True,Saturday,5,Q2,False,None,21.0,False,False,10.29,2023-05-06,125,18,6,14,19,18186.0,24.69180965730812,20.215697798804
2023-05-07,P035,Mi Power Bank 10000mAh,Electronics,22,28578.0,1299.0,True,Sunday,5,Q2,False,None,11.1,True,False,22.37,2023-05-07,126,18,7,11,26,14289.0,19.12281828226199,25.33179837913929
2023-05-08,P035,Mi Power Bank 10000mAh,Electronics,21,27279.0,1299.0,False,Monday,5,Q2,False,None,43.4,True,False,23.85,2023-05-08,127,19,8,19,12,24681.0,17.36207200315785,13.41945051395133
2023-05-09,P035,Mi Power Bank 10000mAh,Electronics,20,25980.0,1299.0,False,Tuesday,5,Q2,False,None,34.3,False,False,21.42,2023-05-09,128,19,9,21,12,27279.0,11.95777889846832,13.63296077656532
2023-05-10,P035,Mi Power Bank 10000mAh,Electronics,23,29877.0,1299.0,False,Wednesday,5,Q2,False,None,36.4,False,False,24.95,2023-05-10,129,19,10,29,29,37671.0,14.65910953610673,12.71009441535068
2023-05-11,P035,Mi Power Bank 10000mAh,Electronics,27,35073.0,1299.0,False,Thursday,5,Q2,False,None,35.8,True,False,29.69,2023-05-11,130,19,11,25,8,32475.0,15.71460587274207,24.07448367902068
2023-05-12,P035,Mi Power Bank 10000mAh,Electronics,0,0.0,1299.0,False,Friday,5,Q2,False,None,24.2,False,True,22.74,2023-05-12,131,19,12,13,6,16887.0,22.24947769863316,22.85459644643583
2023-05-13,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,True,Saturday,5,Q2,False,None,11.7,False,False,14.43,2023-05-13,132,19,13,22,14,28578.0,19.01547858130257,13.15785169506008
2023-05-14,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,True,Sunday,5,Q2,False,None,23.2,False,False,13.56,2023-05-14,133,19,14,23,6,29877.0,23.07916903031042,21.60220083451212
2023-05-15,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,False,Monday,5,Q2,False,None,15.0,False,False,11.03,2023-05-15,134,20,15,15,14,19485.0,13.94893416664683,18.47028104753902
2023-05-16,P035,Mi Power Bank 10000mAh,Electronics,8,10392.0,1299.0,False,Tuesday,5,Q2,False,None,42.2,False,False,10.43,2023-05-16,135,20,16,28,9,36372.0,14.54669738407945,23.64499714673449
2023-05-17,P035,Mi Power Bank 10000mAh,Electronics,10,12990.0,1299.0,False,Wednesday,5,Q2,False,None,20.9,True,False,8.87,2023-05-17,136,20,17,19,8,24681.0,10.44189783317967,12.92375330713667
2023-05-18,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Thursday,5,Q2,False,None,37.2,True,False,20.37,2023-05-18,137,20,18,27,5,35073.0,12.35553836753079,18.5741807789851
2023-05-19,P035,Mi Power Bank 10000mAh,Electronics,21,27279.0,1299.0,False,Friday,5,Q2,False,None,37.7,False,False,20.36,2023-05-19,138,20,19,10,18,12990.0,13.73524620921026,18.40883755171673
2023-05-20,P035,Mi Power Bank 10000mAh,Electronics,48,62352.0,1299.0,True,Saturday,5,Q2,False,None,36.3,True,False,50.79,2023-05-20,139,20,20,7,26,9093.0,18.49237839567144,26.16991051731699
2023-05-21,P035,Mi Power Bank 10000mAh,Electronics,20,25980.0,1299.0,True,Sunday,5,Q2,False,None,19.5,False,False,20.77,2023-05-21,140,20,21,27,14,35073.0,12.77614718541976,12.29965945768349
2023-05-22,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Monday,5,Q2,False,None,29.1,False,False,16.9,2023-05-22,141,21,22,13,8,16887.0,11.30596225379734,24.91695237705413
2023-05-23,P035,Mi Power Bank 10000mAh,Electronics,31,40269.0,1299.0,False,Tuesday,5,Q2,False,None,39.5,True,False,32.78,2023-05-23,142,21,23,12,23,15588.0,11.49662496152623,26.74605835749529
2023-05-24,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Wednesday,5,Q2,False,None,18.6,False,False,20.22,2023-05-24,143,21,24,30,12,38970.0,17.83630848281216,19.32066309932786
2023-05-25,P035,Mi Power Bank 10000mAh,Electronics,4,5196.0,1299.0,False,Thursday,5,Q2,False,None,23.1,False,False,5.74,2023-05-25,144,21,25,12,10,15588.0,19.9401093104336,15.75361393707278
2023-05-26,P035,Mi Power Bank 10000mAh,Electronics,18,23382.0,1299.0,False,Friday,5,Q2,False,None,9.0,False,False,19.96,2023-05-26,145,21,26,15,20,19485.0,11.53061362024793,13.45069637059668
2023-05-27,P035,Mi Power Bank 10000mAh,Electronics,3,3897.0,1299.0,True,Saturday,5,Q2,False,None,37.5,False,False,1.87,2023-05-27,146,21,27,17,12,22083.0,14.54765593505558,24.57286372970866
2023-05-28,P035,Mi Power Bank 10000mAh,Electronics,26,33774.0,1299.0,True,Sunday,5,Q2,False,None,23.4,False,False,27.26,2023-05-28,147,21,28,27,7,35073.0,13.09897266146682,15.37350335186841
2023-05-29,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Monday,5,Q2,False,None,11.0,False,False,11.45,2023-05-29,148,22,29,17,16,22083.0,21.60538439366181,16.06153678712914
2023-05-30,P035,Mi Power Bank 10000mAh,Electronics,12,15588.0,1299.0,False,Tuesday,5,Q2,False,None,44.9,False,False,10.76,2023-05-30,149,22,30,27,17,35073.0,13.18554791744388,25.17940302166425
2023-05-31,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,False,Wednesday,5,Q2,False,None,29.9,False,False,14.42,2023-05-31,150,22,31,15,25,19485.0,19.54549424159588,24.8887828215876
2023-06-01,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Thursday,6,Q2,False,None,30.1,False,False,17.3,2023-06-01,151,22,1,18,11,23382.0,11.38749526214181,20.20686451471207
2023-06-02,P035,Mi Power Bank 10000mAh,Electronics,28,36372.0,1299.0,False,Friday,6,Q2,False,None,33.9,False,False,26.86,2023-06-02,152,22,2,15,30,19485.0,18.45704800677759,24.80894300574068
2023-06-03,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,True,Saturday,6,Q2,False,None,36.7,False,False,16.23,2023-06-03,153,22,3,14,16,18186.0,12.10377109120747,23.14249945718514
2023-06-04,P035,Mi Power Bank 10000mAh,Electronics,18,23382.0,1299.0,True,Sunday,6,Q2,False,None,28.7,True,False,20.09,2023-06-04,154,22,4,21,17,27279.0,16.26457996984904,14.27438744079755
2023-06-05,P035,Mi Power Bank 10000mAh,Electronics,33,42867.0,1299.0,False,Monday,6,Q2,False,None,21.7,False,False,31.3,2023-06-05,155,23,5,5,21,6495.0,23.45486009013214,12.03368527912849
2023-06-06,P035,Mi Power Bank 10000mAh,Electronics,27,35073.0,1299.0,False,Tuesday,6,Q2,False,None,37.7,False,False,26.83,2023-06-06,156,23,6,30,20,38970.0,23.71680460531874,23.76079519220155
2023-06-07,P035,Mi Power Bank 10000mAh,Electronics,23,29877.0,1299.0,False,Wednesday,6,Q2,False,None,13.2,False,False,23.94,2023-06-07,157,23,7,24,15,31176.0,24.33193678815692,23.14879583110827
2023-06-08,P035,Mi Power Bank 10000mAh,Electronics,5,6495.0,1299.0,False,Thursday,6,Q2,False,None,38.0,False,False,5.63,2023-06-08,158,23,8,11,20,14289.0,15.67575970793841,26.77203063149601
2023-06-09,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Friday,6,Q2,False,None,23.6,True,False,12.49,2023-06-09,159,23,9,28,9,36372.0,16.15430375710057,23.37291117594926
2023-06-10,P035,Mi Power Bank 10000mAh,Electronics,26,33774.0,1299.0,True,Saturday,6,Q2,False,None,34.4,False,False,27.78,2023-06-10,160,23,10,8,27,10392.0,10.64355594700381,21.41419254781589
2023-06-11,P035,Mi Power Bank 10000mAh,Electronics,23,29877.0,1299.0,True,Sunday,6,Q2,False,None,40.6,False,False,22.84,2023-06-11,161,23,11,25,10,32475.0,17.91953854028918,14.53511786391658
2023-06-12,P035,Mi Power Bank 10000mAh,Electronics,9,11691.0,1299.0,False,Monday,6,Q2,False,None,15.9,False,False,6.44,2023-06-12,162,24,12,26,9,33774.0,20.51257511609423,22.14868204160942
2023-06-13,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,False,Tuesday,6,Q2,False,None,42.1,False,False,15.6,2023-06-13,163,24,13,17,25,22083.0,18.46125979567843,14.06009930978157
2023-06-14,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,False,Wednesday,6,Q2,False,None,10.8,True,False,11.58,2023-06-14,164,24,14,8,10,10392.0,22.01235153791091,23.90495503283646
2023-06-15,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Thursday,6,Q2,False,None,20.2,False,False,16.53,2023-06-15,165,24,15,12,5,15588.0,14.25200138327162,24.00019978100833
2023-06-16,P035,Mi Power Bank 10000mAh,Electronics,21,27279.0,1299.0,False,Friday,6,Q2,False,None,17.6,False,False,21.01,2023-06-16,166,24,16,27,7,35073.0,22.07596465548395,17.52776276406457
2023-06-17,P035,Mi Power Bank 10000mAh,Electronics,11,14289.0,1299.0,True,Saturday,6,Q2,False,None,22.0,False,False,9.47,2023-06-17,167,24,17,14,26,18186.0,24.42893123035045,12.80914073760917
2023-06-18,P035,Mi Power Bank 10000mAh,Electronics,3,3897.0,1299.0,True,Sunday,6,Q2,False,None,42.3,False,False,0.97,2023-06-18,168,24,18,19,24,24681.0,21.6639131363228,25.65190145395299
2023-06-19,P035,Mi Power Bank 10000mAh,Electronics,20,25980.0,1299.0,False,Monday,6,Q2,False,None,9.5,False,False,21.51,2023-06-19,169,25,19,29,5,37671.0,23.81771948065623,20.96478738123022
2023-06-20,P035,Mi Power Bank 10000mAh,Electronics,18,23382.0,1299.0,False,Tuesday,6,Q2,False,None,37.8,False,False,19.19,2023-06-20,170,25,20,28,17,36372.0,11.66030236823439,22.58049290216792
2023-06-21,P035,Mi Power Bank 10000mAh,Electronics,31,40269.0,1299.0,False,Wednesday,6,Q2,False,None,20.8,False,False,30.4,2023-06-21,171,25,21,23,17,29877.0,17.06753600513347,21.61446278426878
2023-06-22,P035,Mi Power Bank 10000mAh,Electronics,11,14289.0,1299.0,False,Thursday,6,Q2,False,None,19.9,False,False,9.09,2023-06-22,172,25,22,29,11,37671.0,23.85094204332439,25.73855292409134
2023-06-23,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,False,Friday,6,Q2,False,None,43.6,False,False,17.86,2023-06-23,173,25,23,12,29,15588.0,22.98563866957316,17.21887926478676
2023-06-24,P035,Mi Power Bank 10000mAh,Electronics,28,36372.0,1299.0,True,Saturday,6,Q2,False,None,43.3,False,False,27.26,2023-06-24,174,25,24,18,11,23382.0,15.97172591686801,19.808034702347
2023-06-25,P035,Mi Power Bank 10000mAh,Electronics,20,25980.0,1299.0,True,Sunday,6,Q2,False,None,29.4,False,False,22.68,2023-06-25,175,25,25,29,27,37671.0,17.28996932717352,24.61357982305497
2023-06-26,P035,Mi Power Bank 10000mAh,Electronics,28,36372.0,1299.0,False,Monday,6,Q2,False,None,23.0,False,False,28.56,2023-06-26,176,26,26,18,14,23382.0,21.41080163305438,22.48539510469871
2023-06-27,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,False,Tuesday,6,Q2,False,None,29.8,False,False,15.53,2023-06-27,177,26,27,27,9,35073.0,14.22516973727823,26.79551594802289
2023-06-28,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,False,Wednesday,6,Q2,False,None,17.6,False,False,15.02,2023-06-28,178,26,28,10,16,12990.0,11.2811347647483,25.28422747206545
2023-06-29,P035,Mi Power Bank 10000mAh,Electronics,29,37671.0,1299.0,False,Thursday,6,Q2,False,None,40.5,False,False,31.58,2023-06-29,179,26,29,18,13,23382.0,20.95917191816145,17.68612268613573
2023-06-30,P035,Mi Power Bank 10000mAh,Electronics,33,42867.0,1299.0,False,Friday,6,Q2,False,None,30.1,True,False,33.21,2023-06-30,180,26,30,6,17,7794.0,16.41500761372068,14.36303233979979
2023-07-01,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,True,Saturday,7,Q3,False,None,16.8,False,False,15.17,2023-07-01,181,26,1,19,11,24681.0,13.00069115135161,23.61660175771113
2023-07-02,P035,Mi Power Bank 10000mAh,Electronics,41,53259.0,1299.0,True,Sunday,7,Q3,False,None,39.1,True,False,40.46,2023-07-02,182,26,2,28,21,36372.0,23.72336066010895,20.85897229430559
2023-07-03,P035,Mi Power Bank 10000mAh,Electronics,18,23382.0,1299.0,False,Monday,7,Q3,False,None,34.5,True,False,15.88,2023-07-03,183,27,3,22,6,28578.0,21.32511146230286,15.90274540191043
2023-07-04,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Tuesday,7,Q3,False,None,38.4,False,False,17.19,2023-07-04,184,27,4,8,25,10392.0,15.83293050432221,12.40465183615732
2023-07-05,P035,Mi Power Bank 10000mAh,Electronics,26,33774.0,1299.0,False,Wednesday,7,Q3,False,None,11.8,False,False,26.41,2023-07-05,185,27,5,23,13,29877.0,16.71119147689837,19.01918090435789
2023-07-06,P035,Mi Power Bank 10000mAh,Electronics,29,37671.0,1299.0,False,Thursday,7,Q3,False,None,40.4,False,False,29.21,2023-07-06,186,27,6,16,22,20784.0,23.77858609119608,27.3012229010312
2023-07-07,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Friday,7,Q3,False,None,30.6,False,False,16.74,2023-07-07,187,27,7,19,8,24681.0,13.09226782464513,25.33118585118766
2023-07-08,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,True,Saturday,7,Q3,False,None,44.2,False,False,15.04,2023-07-08,188,27,8,11,13,14289.0,10.45276017492395,27.87969586170165
2023-07-09,P035,Mi Power Bank 10000mAh,Electronics,22,28578.0,1299.0,True,Sunday,7,Q3,False,None,17.6,False,False,22.1,2023-07-09,189,27,9,16,19,20784.0,23.22786771123275,24.20903263685992
2023-07-10,P035,Mi Power Bank 10000mAh,Electronics,16,20784.0,1299.0,False,Monday,7,Q3,False,None,29.4,False,False,13.71,2023-07-10,190,28,10,18,28,23382.0,21.86133664797395,22.52111981500297
2023-07-11,P035,Mi Power Bank 10000mAh,Electronics,12,15588.0,1299.0,False,Tuesday,7,Q3,False,None,11.4,False,False,14.18,2023-07-11,191,28,11,18,25,23382.0,18.17567906642256,18.2985743471172
2023-07-12,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,False,Wednesday,7,Q3,False,None,41.9,False,False,18.58,2023-07-12,192,28,12,18,30,23382.0,21.57103001039155,25.64013536340072
2023-07-13,P035,Mi Power Bank 10000mAh,Electronics,18,23382.0,1299.0,False,Thursday,7,Q3,False,None,37.9,False,False,15.92,2023-07-13,193,28,13,24,8,31176.0,18.67987027924325,24.972609791408
2023-07-14,P035,Mi Power Bank 10000mAh,Electronics,6,7794.0,1299.0,False,Friday,7,Q3,False,None,24.5,False,False,8.38,2023-07-14,194,28,14,25,6,32475.0,12.30922594708721,18.40867866612144
2023-07-15,P035,Mi Power Bank 10000mAh,Electronics,22,28578.0,1299.0,True,Saturday,7,Q3,False,None,19.5,False,False,22.65,2023-07-15,195,28,15,9,15,11691.0,10.13363883301632,12.45958149125835
2023-07-16,P035,Mi Power Bank 10000mAh,Electronics,12,15588.0,1299.0,True,Sunday,7,Q3,False,None,35.3,False,False,10.65,2023-07-16,196,28,16,6,7,7794.0,23.8346291644327,23.42612152789643
2023-07-17,P035,Mi Power Bank 10000mAh,Electronics,10,12990.0,1299.0,False,Monday,7,Q3,False,None,8.3,False,False,7.33,2023-07-17,197,29,17,6,26,7794.0,16.92960717710262,17.039397545379
2023-07-18,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Tuesday,7,Q3,False,None,32.0,False,False,15.44,2023-07-18,198,29,18,9,10,11691.0,21.81821385129677,19.40304865811275
2023-07-19,P035,Mi Power Bank 10000mAh,Electronics,12,15588.0,1299.0,False,Wednesday,7,Q3,False,None,36.8,False,False,13.52,2023-07-19,199,29,19,24,6,31176.0,11.15565585346848,17.43541493792948
2023-07-20,P035,Mi Power Bank 10000mAh,Electronics,10,12990.0,1299.0,False,Thursday,7,Q3,False,None,20.2,False,False,7.61,2023-07-20,200,29,20,28,7,36372.0,19.76624431875543,16.08645131287449
2023-07-21,P035,Mi Power Bank 10000mAh,Electronics,10,12990.0,1299.0,False,Friday,7,Q3,False,None,16.7,False,False,10.63,2023-07-21,201,29,21,24,7,31176.0,14.88876337746003,21.37709684570003
2023-07-22,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,True,Saturday,7,Q3,False,None,12.0,False,False,18.52,2023-07-22,202,29,22,25,25,32475.0,17.92363799132961,27.3103780155564
2023-07-23,P035,Mi Power Bank 10000mAh,Electronics,43,55857.0,1299.0,True,Sunday,7,Q3,False,None,19.7,True,False,41.99,2023-07-23,203,29,23,26,19,33774.0,19.36406697642694,24.96654764057444
2023-07-24,P035,Mi Power Bank 10000mAh,Electronics,11,14289.0,1299.0,False,Monday,7,Q3,False,None,12.8,False,False,11.2,2023-07-24,204,30,24,16,30,20784.0,20.54725370044836,12.22172022248234
2023-07-25,P035,Mi Power Bank 10000mAh,Electronics,0,0.0,1299.0,False,Tuesday,7,Q3,False,None,15.0,False,True,34.22,2023-07-25,205,30,25,20,7,25980.0,19.251016369128,12.95670054040261
2023-07-26,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,False,Wednesday,7,Q3,False,None,21.0,False,False,16.02,2023-07-26,206,30,26,27,11,35073.0,12.39465618527082,23.26977254292943
2023-07-27,P035,Mi Power Bank 10000mAh,Electronics,18,23382.0,1299.0,False,Thursday,7,Q3,False,None,31.9,False,False,19.02,2023-07-27,207,30,27,17,28,22083.0,23.47112357532751,18.10003065763485
2023-07-28,P035,Mi Power Bank 10000mAh,Electronics,7,9093.0,1299.0,False,Friday,7,Q3,False,None,28.6,False,False,5.32,2023-07-28,208,30,28,17,18,22083.0,23.55475865393454,19.0865867034127
2023-07-29,P035,Mi Power Bank 10000mAh,Electronics,15,19485.0,1299.0,True,Saturday,7,Q3,False,None,29.5,False,False,16.52,2023-07-29,209,30,29,17,21,22083.0,15.05217070724927,24.90399181351222
2023-07-30,P035,Mi Power Bank 10000mAh,Electronics,5,6495.0,1299.0,True,Sunday,7,Q3,False,None,12.8,False,False,7.18,2023-07-30,210,30,30,16,15,20784.0,24.78010724616724,26.09174461844787
2023-07-31,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,False,Monday,7,Q3,False,None,11.0,False,False,14.54,2023-07-31,211,31,31,23,6,29877.0,11.0508529762839,14.45088892313086
2023-08-01,P035,Mi Power Bank 10000mAh,Electronics,5,6495.0,1299.0,False,Tuesday,8,Q3,False,None,21.2,False,False,2.84,2023-08-01,212,31,1,12,6,15588.0,21.65179702628833,16.68813785818841
2023-08-02,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Wednesday,8,Q3,False,None,40.8,False,False,17.52,2023-08-02,213,31,2,28,23,36372.0,17.61509599710268,27.43366188012964
2023-08-03,P035,Mi Power Bank 10000mAh,Electronics,6,7794.0,1299.0,False,Thursday,8,Q3,False,None,41.0,False,False,4.02,2023-08-03,214,31,3,26,11,33774.0,17.64769846244749,12.45185225268449
2023-08-04,P035,Mi Power Bank 10000mAh,Electronics,15,19485.0,1299.0,False,Friday,8,Q3,False,None,28.2,False,False,14.16,2023-08-04,215,31,4,7,5,9093.0,23.72345493258038,15.88439826188932
2023-08-05,P035,Mi Power Bank 10000mAh,Electronics,22,28578.0,1299.0,True,Saturday,8,Q3,False,None,26.4,False,False,21.05,2023-08-05,216,31,5,13,7,16887.0,23.6562829621957,18.41807945603591
2023-08-06,P035,Mi Power Bank 10000mAh,Electronics,10,12990.0,1299.0,True,Sunday,8,Q3,False,None,34.6,False,False,12.43,2023-08-06,217,31,6,19,24,24681.0,12.13328037622291,21.43458782761211
2023-08-07,P035,Mi Power Bank 10000mAh,Electronics,29,37671.0,1299.0,False,Monday,8,Q3,False,None,35.3,False,False,30.54,2023-08-07,218,32,7,27,6,35073.0,13.90612827075079,21.4417077772361
2023-08-08,P035,Mi Power Bank 10000mAh,Electronics,14,18186.0,1299.0,False,Tuesday,8,Q3,False,None,30.0,False,False,12.57,2023-08-08,219,32,8,18,29,23382.0,22.08110728947787,13.72954241861681
2023-08-09,P035,Mi Power Bank 10000mAh,Electronics,27,35073.0,1299.0,False,Wednesday,8,Q3,False,None,23.0,False,False,26.64,2023-08-09,220,32,9,27,24,35073.0,16.18945596578764,16.7881675096015
2023-08-10,P035,Mi Power Bank 10000mAh,Electronics,7,9093.0,1299.0,False,Thursday,8,Q3,False,None,12.1,False,False,8.71,2023-08-10,221,32,10,25,7,32475.0,14.35819291864641,17.94605385108731
2023-08-11,P035,Mi Power Bank 10000mAh,Electronics,26,33774.0,1299.0,False,Friday,8,Q3,False,None,27.0,False,False,23.45,2023-08-11,222,32,11,19,25,24681.0,10.12061493770748,19.23270022933603
2023-08-12,P035,Mi Power Bank 10000mAh,Electronics,31,40269.0,1299.0,True,Saturday,8,Q3,False,None,20.5,True,False,31.81,2023-08-12,223,32,12,26,23,33774.0,10.50323852560916,22.09058084092346
2023-08-13,P035,Mi Power Bank 10000mAh,Electronics,35,45465.0,1299.0,True,Sunday,8,Q3,False,None,22.0,True,False,34.18,2023-08-13,224,32,13,24,16,31176.0,21.48205008238031,14.90271973835128
2023-08-14,P035,Mi Power Bank 10000mAh,Electronics,16,20784.0,1299.0,False,Monday,8,Q3,False,None,24.3,False,False,13.3,2023-08-14,225,33,14,21,10,27279.0,23.23326100543461,18.22931886581002
2023-08-15,P035,Mi Power Bank 10000mAh,Electronics,27,35073.0,1299.0,False,Tuesday,8,Q3,True,Independence Day,34.5,False,False,29.97,2023-08-15,226,33,15,5,18,6495.0,12.10218725324768,22.07549251178392
2023-08-16,P035,Mi Power Bank 10000mAh,Electronics,9,11691.0,1299.0,False,Wednesday,8,Q3,False,None,28.5,False,False,7.07,2023-08-16,227,33,16,27,7,35073.0,19.20599833453839,22.99125735251371
2023-08-17,P035,Mi Power Bank 10000mAh,Electronics,33,42867.0,1299.0,False,Thursday,8,Q3,False,None,13.1,True,False,31.55,2023-08-17,228,33,17,7,8,9093.0,22.04188127040852,14.79306217663324
2023-08-18,P035,Mi Power Bank 10000mAh,Electronics,6,7794.0,1299.0,False,Friday,8,Q3,False,None,43.3,False,False,6.4,2023-08-18,229,33,18,20,11,25980.0,12.16031082515717,23.28109614331179
2023-08-19,P035,Mi Power Bank 10000mAh,Electronics,23,29877.0,1299.0,True,Saturday,8,Q3,False,None,20.4,False,False,21.5,2023-08-19,230,33,19,21,29,27279.0,22.14927184006591,15.89977440720553
2023-08-20,P035,Mi Power Bank 10000mAh,Electronics,28,36372.0,1299.0,True,Sunday,8,Q3,False,None,42.3,False,False,29.42,2023-08-20,231,33,20,10,7,12990.0,23.01707182673599,21.13307265303189
2023-08-21,P035,Mi Power Bank 10000mAh,Electronics,27,35073.0,1299.0,False,Monday,8,Q3,False,None,40.3,False,False,24.59,2023-08-21,232,34,21,24,13,31176.0,19.7176039068535,25.86249782300796
2023-08-22,P035,Mi Power Bank 10000mAh,Electronics,26,33774.0,1299.0,False,Tuesday,8,Q3,False,None,42.5,False,False,28.85,2023-08-22,233,34,22,19,5,24681.0,23.03339531749826,18.80958135477294
2023-08-23,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,False,Wednesday,8,Q3,False,None,17.6,False,False,16.79,2023-08-23,234,34,23,19,6,24681.0,22.24595597854586,15.51748280181505
2023-08-24,P035,Mi Power Bank 10000mAh,Electronics,16,20784.0,1299.0,False,Thursday,8,Q3,False,None,11.3,False,False,15.29,2023-08-24,235,34,24,19,18,24681.0,12.23669146104667,12.43571815155632
2023-08-25,P035,Mi Power Bank 10000mAh,Electronics,17,22083.0,1299.0,False,Friday,8,Q3,False,None,26.2,False,False,14.81,2023-08-25,236,34,25,8,10,10392.0,17.56389691127803,27.07551054227026
2023-08-26,P035,Mi Power Bank 10000mAh,Electronics,7,9093.0,1299.0,True,Saturday,8,Q3,False,None,21.0,True,False,9.87,2023-08-26,237,34,26,9,11,11691.0,22.24346806730335,23.4234101615527
2023-08-27,P035,Mi Power Bank 10000mAh,Electronics,11,14289.0,1299.0,True,Sunday,8,Q3,False,None,25.7,False,False,10.4,2023-08-27,238,34,27,9,9,11691.0,12.96431494220557,16.03125925782067
2023-08-28,P035,Mi Power Bank 10000mAh,Electronics,7,9093.0,1299.0,False,Monday,8,Q3,False,None,8.4,False,False,6.51,2023-08-28,239,35,28,5,24,6495.0,15.19726891831111,13.93703983361906
2023-08-29,P035,Mi Power Bank 10000mAh,Electronics,19,24681.0,1299.0,False,Tuesday,8,Q3,False,None,26.2,False,False,17.62,2023-08-29,240,35,29,26,18,33774.0,15.23446727722698,13.57880230166379
2023-08-30,P035,Mi Power Bank 10000mAh,Electronics,27,35073.0,1299.0,False,Wednesday,8,Q3,False,None,29.2,False,False,26.81,2023-08-30,241,35,30,29,15,37671.0,15.01565913212375,13.48108285622552
2023-08-31,P035,Mi Power Bank 10000mAh,Electronics,20,25980.0,1299.0,False,Thursday,8,Q3,False,None,24.7,False,False,17.11,2023-08-31,242,35,31,28,23,36372.0,19.5697381709281,20.44409513082092
2023-09-01,P035,Mi Power Bank 10000mAh,Electronics,16,20784.0,1299.0,False,Friday,9,Q3,False,None,28.5,True,False,17.71,2023-09-01,243,35,1,13,21,16887.0,13.81886021728399,23.92008886244944
2023-09-02,P035,Mi Power Bank 10000mAh,Electronics,13,16887.0,1299.0,True,Saturday,9,Q3,False,None,36.8,False,False,14.12,2023-09-02,244,35,2,21,24,27279.0,18.07934242064094,14.20111115360646
